# RQ7 -- the budget-normalised control arms, per class (tab:rq7_controls).
# Same 2,000 classes as per_class_controls.csv, and for zero-shot and dynamic the same
# draw: compiled_loop_off equals compiled_initially there and tokens_loop_on equals tokens.
# tokens_loop_off is generation alone; tokens_loop_on adds 6,400 per correction iteration.
# compiled_loop_on is a superset of compiled_loop_off: the loop only repairs what failed.
class_id,loc,cyclomatic_complexity,arm,llm_calls,tokens,compiled_initially,mutation_score
s_1981,1258,92,b-single,4,14364,0,
s_1982,1307,58,b-single,4,25828,1,69.45
s_1983,1460,77,b-single,4,30261,1,88.08
s_1984,3122,111,b-single,4,26645,1,72.18
s_1985,798,82,b-single,4,35250,1,85.48
s_1986,800,25,b-single,4,16830,1,71.16
s_1987,662,30,b-single,4,45881,1,89.06
s_1988,1383,45,b-single,4,36095,1,100.00
s_1989,991,66,b-single,4,34765,1,73.93
s_1990,901,41,b-single,4,19762,1,91.48
s_1991,539,33,b-single,4,34982,1,71.92
s_1992,83,4,b-single,4,13913,1,100.00
s_1993,220,11,b-single,4,44239,1,90.30
s_1994,329,16,b-single,4,35983,0,
s_1995,586,46,b-single,4,35667,1,87.15
s_1996,993,37,b-single,4,19557,1,65.14
s_1997,168,9,b-single,4,37510,1,96.33
s_1998,108,9,b-single,4,20247,1,100.00
s_1999,235,18,b-single,4,53895,1,91.61
s_0000,493,23,b-nosplit,5,25881,1,75.24
s_0001,1078,40,b-nosplit,5,21878,1,83.05
s_0002,1983,77,b-nosplit,5,38159,1,86.73
s_0003,825,49,b-nosplit,5,26704,1,97.82
s_0004,1511,88,b-nosplit,5,20173,1,90.35
s_0005,367,24,b-nosplit,5,26092,1,83.36
s_0006,687,45,b-nosplit,5,16156,1,78.77
s_0007,580,27,b-nosplit,5,14473,0,
s_0008,1121,48,b-nosplit,5,38888,0,
s_0009,1419,76,b-nosplit,5,22206,1,68.87
s_0010,4867,146,b-nosplit,5,40241,1,68.75
s_0011,209,12,b-nosplit,5,20974,1,94.91
s_0012,631,39,b-nosplit,5,17137,1,100.00
s_0013,502,16,b-nosplit,5,22646,1,85.06
s_0014,992,84,b-nosplit,5,17079,1,86.23
s_0015,1234,80,b-nosplit,5,18214,1,100.00
s_0016,138,13,b-nosplit,5,16041,1,100.00
s_0017,2583,96,b-nosplit,5,17345,1,100.00
s_0018,335,13,b-nosplit,5,47735,1,82.09
s_0019,325,25,b-nosplit,5,26396,1,79.84
s_0020,1093,66,b-nosplit,5,28058,1,83.39
s_0021,921,23,b-nosplit,5,23121,1,93.23
s_0022,1723,100,b-nosplit,5,22852,1,82.49
s_0023,215,8,b-nosplit,5,42876,1,100.00
s_0024,568,29,b-nosplit,5,32393,1,92.84
s_0025,392,20,b-nosplit,5,15683,1,100.00
s_0026,339,19,b-nosplit,5,41481,1,69.15
s_0027,2091,140,b-nosplit,5,23249,1,74.23
s_0028,2054,85,b-nosplit,5,24106,1,89.31
s_0029,2508,199,b-nosplit,5,26622,0,
s_0030,181,11,b-nosplit,5,28600,1,98.52
s_0031,688,40,b-nosplit,5,27391,1,82.94
s_0032,540,44,b-nosplit,5,22945,1,93.25
s_0033,309,13,b-nosplit,5,16609,1,88.00
s_0034,357,30,b-nosplit,5,36243,1,98.89
s_0035,153,12,b-nosplit,5,28447,1,71.85
s_0036,564,36,b-nosplit,5,21163,1,79.68
s_0037,706,25,b-nosplit,5,24531,1,80.66
s_0038,341,24,b-nosplit,5,31537,1,94.72
s_0039,1508,121,b-nosplit,5,22066,1,91.97
s_0040,557,22,b-nosplit,5,30911,1,100.00
s_0041,1655,68,b-nosplit,5,25152,1,75.67
s_0042,1105,56,b-nosplit,5,25527,1,85.19
s_0043,606,37,b-nosplit,5,21368,1,80.58
s_0044,2406,200,b-nosplit,5,44011,1,100.00
s_0045,1748,81,b-nosplit,5,17799,0,
s_0046,331,15,b-nosplit,5,23821,1,89.97
s_0047,1104,48,b-nosplit,5,18718,1,81.54
s_0048,2134,140,b-nosplit,5,29808,0,
s_0049,617,30,b-nosplit,5,18056,1,83.27
s_0050,446,32,b-nosplit,5,39752,1,100.00
s_0051,862,28,b-nosplit,5,15905,1,76.84
s_0052,866,38,b-nosplit,5,27736,0,
s_0053,1046,59,b-nosplit,5,19377,1,87.65
s_0054,3163,141,b-nosplit,5,31780,1,87.46
s_0055,2588,137,b-nosplit,5,16638,1,91.00
s_0056,169,12,b-nosplit,5,53486,1,74.82
s_0057,451,21,b-nosplit,5,22792,1,96.44
s_0058,2330,82,b-nosplit,5,28239,0,
s_0059,1024,52,b-nosplit,5,33694,1,83.69
s_0060,2951,146,b-nosplit,5,23577,1,85.04
s_0061,999,53,b-nosplit,5,21802,1,93.85
s_0062,269,13,b-nosplit,5,22152,1,80.31
s_0063,1035,53,b-nosplit,5,40803,1,91.28
s_0064,1717,80,b-nosplit,5,31675,1,100.00
s_0065,146,18,b-nosplit,5,34287,1,84.01
s_0066,847,16,b-nosplit,5,27673,1,65.53
s_0067,733,50,b-nosplit,5,20884,1,100.00
s_0068,1645,71,b-nosplit,5,29860,1,94.35
s_0069,150,9,b-nosplit,5,35306,1,75.74
s_0070,1415,131,b-nosplit,5,42253,1,88.65
s_0071,1830,117,b-nosplit,5,48232,0,
s_0072,1155,53,b-nosplit,5,37548,0,
s_0073,1406,44,b-nosplit,5,29883,1,100.00
s_0074,445,13,b-nosplit,5,33111,1,91.37
s_0075,5208,229,b-nosplit,5,28192,0,
s_0076,1315,65,b-nosplit,5,38195,1,85.37
s_0077,937,66,b-nosplit,5,40396,1,100.00
s_0078,2167,118,b-nosplit,5,17612,1,80.65
s_0079,248,23,b-nosplit,5,34261,1,73.17
s_0080,2413,84,b-nosplit,5,17983,1,72.21
s_0081,361,19,b-nosplit,5,23546,1,88.68
s_0082,835,36,b-nosplit,5,38645,1,70.11
s_0083,2299,103,b-nosplit,5,26977,1,89.37
s_0084,732,35,b-nosplit,5,13572,0,
s_0085,2798,107,b-nosplit,5,19035,1,94.81
s_0086,450,32,b-nosplit,5,20948,1,85.83
s_0087,1005,32,b-nosplit,5,35366,1,91.82
s_0088,1052,60,b-nosplit,5,19955,1,91.67
s_0089,1028,25,b-nosplit,5,17117,1,91.71
s_0090,1364,72,b-nosplit,5,34614,1,85.08
s_0091,2480,90,b-nosplit,5,25348,1,85.49
s_0092,846,33,b-nosplit,5,20981,1,96.83
s_0093,586,33,b-nosplit,5,33551,1,94.59
s_0094,1443,30,b-nosplit,5,13127,1,95.63
s_0095,523,24,b-nosplit,5,24371,1,100.00
s_0096,1257,49,b-nosplit,5,31668,1,87.97
s_0097,2194,75,b-nosplit,5,25233,0,
s_0098,731,45,b-nosplit,5,22511,1,78.52
s_0099,1650,68,b-nosplit,5,22727,1,53.99
s_0100,1416,61,b-nosplit,5,32874,1,84.71
s_0101,1319,52,b-nosplit,5,24528,1,89.76
s_0102,159,15,b-nosplit,5,24320,1,100.00
s_0103,116,6,b-nosplit,5,28248,1,91.44
s_0104,2601,103,b-nosplit,5,24363,1,97.97
s_0105,151,14,b-nosplit,5,21725,1,84.49
s_0106,668,39,b-nosplit,5,31327,1,100.00
s_0107,1036,45,b-nosplit,5,26919,1,86.99
s_0108,333,16,b-nosplit,5,16440,1,100.00
s_0109,1076,70,b-nosplit,5,13649,1,91.18
s_0110,241,12,b-nosplit,5,44995,1,93.51
s_0111,484,32,b-nosplit,5,33385,1,85.79
s_0112,1041,45,b-nosplit,5,27009,1,90.54
s_0113,2140,88,b-nosplit,5,24011,1,91.32
s_0114,781,25,b-nosplit,5,15049,1,96.78
s_0115,459,26,b-nosplit,5,32722,1,91.72
s_0116,1288,43,b-nosplit,5,26472,1,99.80
s_0117,2189,71,b-nosplit,5,39924,1,75.84
s_0118,1132,41,b-nosplit,5,29794,1,76.67
s_0119,415,28,b-nosplit,5,30186,1,96.66
s_0120,891,90,b-nosplit,5,27624,0,
s_0121,287,27,b-nosplit,5,18955,1,95.25
s_0122,1589,84,b-nosplit,5,17348,1,77.59
s_0123,2682,127,b-nosplit,5,25512,0,
s_0124,378,43,b-nosplit,5,16780,1,73.23
s_0125,373,29,b-nosplit,5,29243,1,94.43
s_0126,975,58,b-nosplit,5,27885,1,83.41
s_0127,1059,46,b-nosplit,5,35544,1,100.00
s_0128,793,43,b-nosplit,5,25645,1,78.36
s_0129,5271,258,b-nosplit,5,23103,1,82.97
s_0130,3076,115,b-nosplit,5,34568,1,77.35
s_0131,136,6,b-nosplit,5,22315,1,100.00
s_0132,165,8,b-nosplit,5,20169,1,88.61
s_0133,153,12,b-nosplit,5,27248,1,100.00
s_0134,1312,60,b-nosplit,5,28221,1,95.56
s_0135,7857,338,b-nosplit,5,22375,1,84.99
s_0136,1751,75,b-nosplit,5,21530,1,90.47
s_0137,1296,93,b-nosplit,5,32058,1,84.24
s_0138,992,78,b-nosplit,5,20963,1,95.05
s_0139,296,15,b-nosplit,5,14258,1,89.58
s_0140,1792,86,b-nosplit,5,18028,1,91.33
s_0141,1257,48,b-nosplit,5,25787,1,79.63
s_0142,251,14,b-nosplit,5,18261,1,81.24
s_0143,827,58,b-nosplit,5,22719,1,100.00
s_0144,354,14,b-nosplit,5,18506,1,72.14
s_0145,687,50,b-nosplit,5,19649,1,100.00
s_0146,386,25,b-nosplit,5,26794,1,72.00
s_0147,758,38,b-nosplit,5,23569,1,72.68
s_0148,616,36,b-nosplit,5,30212,1,79.54
s_0149,294,27,b-nosplit,5,48752,1,77.69
s_0150,825,49,b-nosplit,5,27846,1,85.55
s_0151,1246,70,b-nosplit,5,14717,1,80.99
s_0152,323,16,b-nosplit,5,24072,1,87.07
s_0153,413,25,b-nosplit,5,46778,1,100.00
s_0154,3670,212,b-nosplit,5,13860,1,81.00
s_0155,1330,67,b-nosplit,5,27561,1,80.02
s_0156,739,36,b-nosplit,5,25453,1,97.63
s_0157,1289,42,b-nosplit,5,19885,0,
s_0158,159,14,b-nosplit,5,27646,1,94.93
s_0159,1187,57,b-nosplit,5,21064,1,98.64
s_0160,767,45,b-nosplit,5,24796,1,64.37
s_0161,336,22,b-nosplit,5,31805,1,83.84
s_0162,351,24,b-nosplit,5,31035,1,86.21
s_0163,278,17,b-nosplit,5,20772,1,89.10
s_0164,1851,115,b-nosplit,5,27129,1,85.15
s_0165,202,14,b-nosplit,5,54719,1,100.00
s_0166,2658,135,b-nosplit,5,24365,1,88.88
s_0167,5385,136,b-nosplit,5,29743,1,95.22
s_0168,211,14,b-nosplit,5,17036,0,
s_0169,696,54,b-nosplit,5,25440,1,95.01
s_0170,899,43,b-nosplit,5,41254,1,94.18
s_0171,78,4,b-nosplit,5,14096,1,100.00
s_0172,1021,37,b-nosplit,5,28397,0,
s_0173,716,42,b-nosplit,5,16234,1,81.14
s_0174,547,26,b-nosplit,5,24593,1,94.41
s_0175,728,48,b-nosplit,5,22742,1,100.00
s_0176,2799,229,b-nosplit,5,22933,1,88.86
s_0177,308,15,b-nosplit,5,21388,1,90.80
s_0178,1096,58,b-nosplit,5,21074,1,96.92
s_0179,11978,277,b-nosplit,5,30842,0,
s_0180,662,63,b-nosplit,5,23023,1,100.00
s_0181,170,12,b-nosplit,5,21711,1,93.83
s_0182,2369,212,b-nosplit,5,30796,1,88.69
s_0183,1854,64,b-nosplit,5,40899,0,
s_0184,222,17,b-nosplit,5,34215,1,76.18
s_0185,2544,107,b-nosplit,5,19057,1,73.13
s_0186,260,29,b-nosplit,5,35054,1,89.05
s_0187,889,49,b-nosplit,5,32579,1,87.94
s_0188,322,18,b-nosplit,5,17377,1,77.47
s_0189,314,24,b-nosplit,5,30951,1,100.00
s_0190,363,23,b-nosplit,5,19552,1,100.00
s_0191,982,70,b-nosplit,5,32016,1,100.00
s_0192,4029,165,b-nosplit,5,28411,0,
s_0193,599,20,b-nosplit,5,24500,1,78.87
s_0194,133,12,b-nosplit,5,29439,1,100.00
s_0195,366,28,b-nosplit,5,31382,1,92.25
s_0196,144,7,b-nosplit,5,46949,1,95.45
s_0197,1246,46,b-nosplit,5,34470,1,91.42
s_0198,522,34,b-nosplit,5,28134,1,81.00
s_0199,410,19,b-nosplit,5,25752,1,100.00
s_0200,680,21,b-nosplit,5,25008,1,75.85
s_0201,3083,157,b-nosplit,5,12666,0,
s_0202,266,16,b-nosplit,5,38342,1,100.00
s_0203,1066,67,b-nosplit,5,23939,1,65.88
s_0204,418,15,b-nosplit,5,20300,1,87.91
s_0205,469,18,b-nosplit,5,21745,1,93.59
s_0206,471,30,b-nosplit,5,18583,1,92.62
s_0207,238,8,b-nosplit,5,23056,1,100.00
s_0208,293,13,b-nosplit,5,26200,1,100.00
s_0209,217,9,b-nosplit,5,40650,1,100.00
s_0210,779,39,b-nosplit,5,24294,1,91.73
s_0211,2983,139,b-nosplit,5,17272,0,
s_0212,110,11,b-nosplit,5,17580,1,91.51
s_0213,375,24,b-nosplit,5,26243,1,100.00
s_0214,834,46,b-nosplit,5,20531,1,88.37
s_0215,552,36,b-nosplit,5,22015,1,60.41
s_0216,863,22,b-nosplit,5,21665,1,69.70
s_0217,147,14,b-nosplit,5,25099,1,100.00
s_0218,868,47,b-nosplit,5,20653,1,100.00
s_0219,916,38,b-nosplit,5,15295,1,73.91
s_0220,4208,98,b-nosplit,5,22463,1,89.22
s_0221,609,26,b-nosplit,5,20308,1,82.29
s_0222,1375,41,b-nosplit,5,24336,1,70.16
s_0223,669,15,b-nosplit,5,21146,1,53.37
s_0224,1097,42,b-nosplit,5,33445,1,100.00
s_0225,705,48,b-nosplit,5,29501,1,76.16
s_0226,287,22,b-nosplit,5,18496,1,91.86
s_0227,1412,39,b-nosplit,5,29375,1,90.29
s_0228,463,16,b-nosplit,5,34638,1,96.04
s_0229,702,21,b-nosplit,5,23785,1,94.73
s_0230,806,43,b-nosplit,5,21033,1,93.17
s_0231,677,22,b-nosplit,5,33265,1,100.00
s_0232,1639,75,b-nosplit,5,19948,1,89.77
s_0233,140,13,b-nosplit,5,28306,1,92.10
s_0234,827,87,b-nosplit,5,37526,1,88.11
s_0235,741,41,b-nosplit,5,24035,1,94.83
s_0236,883,27,b-nosplit,5,20354,1,70.10
s_0237,794,32,b-nosplit,5,18536,1,74.16
s_0238,985,49,b-nosplit,5,37101,1,95.34
s_0239,1422,64,b-nosplit,5,20242,1,79.30
s_0240,76,6,b-nosplit,5,34019,1,100.00
s_0241,2425,175,b-nosplit,5,29111,1,100.00
s_0242,2255,114,b-nosplit,5,17862,1,89.21
s_0243,376,22,b-nosplit,5,18342,1,100.00
s_0244,1649,75,b-nosplit,5,20875,1,75.59
s_0245,1076,27,b-nosplit,5,24321,1,89.23
s_0246,275,12,b-nosplit,5,29812,1,79.59
s_0247,984,64,b-nosplit,5,20429,1,100.00
s_0248,1996,193,b-nosplit,5,28081,1,74.30
s_0249,2385,82,b-nosplit,5,22184,0,
s_0250,327,18,b-nosplit,5,33627,1,96.17
s_0251,127,7,b-nosplit,5,25359,1,87.76
s_0252,1093,37,b-nosplit,5,30493,1,83.92
s_0253,4910,248,b-nosplit,5,27780,1,86.64
s_0254,959,35,b-nosplit,5,15113,1,88.48
s_0255,328,21,b-nosplit,5,38530,1,79.01
s_0256,1358,92,b-nosplit,5,38834,1,90.08
s_0257,577,20,b-nosplit,5,33912,1,98.41
s_0258,749,64,b-nosplit,5,34166,1,100.00
s_0259,1096,55,b-nosplit,5,30624,1,91.70
s_0260,1149,62,b-nosplit,5,16315,1,93.71
s_0261,664,31,b-nosplit,5,23005,1,78.73
s_0262,670,37,b-nosplit,5,20428,0,
s_0263,589,41,b-nosplit,5,25258,1,79.85
s_0264,1396,118,b-nosplit,5,10230,1,85.63
s_0265,1577,109,b-nosplit,5,21146,1,94.29
s_0266,934,65,b-nosplit,5,22682,1,78.93
s_0267,11647,456,b-nosplit,5,43888,1,68.96
s_0268,406,22,b-nosplit,5,20177,1,93.53
s_0269,875,91,b-nosplit,5,25413,1,75.08
s_0270,2606,115,b-nosplit,5,33973,1,82.82
s_0271,670,44,b-nosplit,5,23820,1,72.77
s_0272,635,33,b-nosplit,5,32036,1,97.35
s_0273,6422,195,b-nosplit,5,24870,0,
s_0274,364,22,b-nosplit,5,20116,1,87.41
s_0275,780,36,b-nosplit,5,30051,1,100.00
s_0276,321,17,b-nosplit,5,33240,1,70.36
s_0277,913,51,b-nosplit,5,23286,1,64.67
s_0278,635,62,b-nosplit,5,27750,1,76.50
s_0279,1532,62,b-nosplit,5,45577,1,70.02
s_0280,913,43,b-nosplit,5,21814,1,95.39
s_0281,488,44,b-nosplit,5,28858,1,98.17
s_0282,1001,18,b-nosplit,5,21669,1,100.00
s_0283,2666,104,b-nosplit,5,54531,1,87.31
s_0284,401,22,b-nosplit,5,18596,1,75.90
s_0285,956,41,b-nosplit,5,11902,1,82.42
s_0286,294,18,b-nosplit,5,52455,1,91.26
s_0287,1585,69,b-nosplit,5,34541,0,
s_0288,477,13,b-nosplit,5,18540,1,83.87
s_0289,433,30,b-nosplit,5,9414,1,77.21
s_0290,1350,101,b-nosplit,5,21927,1,92.43
s_0291,1666,46,b-nosplit,5,29084,1,84.90
s_0292,1265,58,b-nosplit,5,20963,1,87.20
s_0293,1047,51,b-nosplit,5,29069,1,100.00
s_0294,297,18,b-nosplit,5,14903,1,100.00
s_0295,539,25,b-nosplit,5,19215,1,100.00
s_0296,179,9,b-nosplit,5,30591,1,82.77
s_0297,3470,213,b-nosplit,5,28573,1,83.00
s_0298,586,36,b-nosplit,5,23560,1,87.77
s_0299,508,24,b-nosplit,5,24297,0,
s_0300,1067,55,b-nosplit,5,21047,1,96.46
s_0301,2924,143,b-nosplit,5,21024,1,78.65
s_0302,1798,70,b-nosplit,5,22765,1,93.56
s_0303,252,15,b-nosplit,5,25939,1,100.00
s_0304,3578,216,b-nosplit,5,16083,0,
s_0305,1575,91,b-nosplit,5,26081,1,82.82
s_0306,287,21,b-nosplit,5,31306,1,100.00
s_0307,242,11,b-nosplit,5,32871,1,96.55
s_0308,1048,61,b-nosplit,5,14470,1,87.60
s_0309,852,31,b-nosplit,5,36393,1,65.64
s_0310,1188,82,b-nosplit,5,21845,0,
s_0311,1616,65,b-nosplit,5,39136,1,99.04
s_0312,483,33,b-nosplit,5,32511,1,78.40
s_0313,481,22,b-nosplit,5,23217,1,75.03
s_0314,3484,113,b-nosplit,5,23026,1,81.29
s_0315,324,23,b-nosplit,5,24248,1,97.31
s_0316,2565,108,b-nosplit,5,22069,1,75.50
s_0317,7707,138,b-nosplit,5,19982,1,70.84
s_0318,614,24,b-nosplit,5,32387,1,97.32
s_0319,178,14,b-nosplit,5,24183,1,100.00
s_0320,290,17,b-nosplit,5,44458,1,81.98
s_0321,650,39,b-nosplit,5,25074,1,76.08
s_0322,460,30,b-nosplit,5,26581,1,100.00
s_0323,1179,48,b-nosplit,5,38607,1,80.45
s_0324,1855,61,b-nosplit,5,14948,1,100.00
s_0325,43,4,b-nosplit,5,23875,1,100.00
s_0326,311,17,b-nosplit,5,26560,1,97.30
s_0327,1236,49,b-nosplit,5,20136,1,91.49
s_0328,345,17,b-nosplit,5,17911,1,100.00
s_0329,1653,102,b-nosplit,5,23780,1,84.33
s_0330,2925,136,b-nosplit,5,26407,1,92.30
s_0331,394,34,b-nosplit,5,13035,1,100.00
s_0332,852,31,b-nosplit,5,17635,1,100.00
s_0333,572,28,b-nosplit,5,23913,1,71.07
s_0334,3852,219,b-nosplit,5,12386,1,79.10
s_0335,2267,90,b-nosplit,5,22800,0,
s_0336,960,69,b-nosplit,5,27075,1,86.92
s_0337,769,43,b-nosplit,5,40622,1,62.97
s_0338,262,20,b-nosplit,5,22714,1,88.99
s_0339,431,33,b-nosplit,5,20437,1,77.10
s_0340,470,29,b-nosplit,5,39925,1,100.00
s_0341,1350,80,b-nosplit,5,10552,1,95.57
s_0342,714,44,b-nosplit,5,29385,1,100.00
s_0343,998,97,b-nosplit,5,21624,1,80.38
s_0344,814,38,b-nosplit,5,21987,1,80.52
s_0345,3120,77,b-nosplit,5,18184,1,70.15
s_0346,1324,96,b-nosplit,5,36415,1,79.57
s_0347,399,25,b-nosplit,5,22026,1,78.60
s_0348,677,41,b-nosplit,5,23151,1,85.93
s_0349,312,20,b-nosplit,5,30842,1,88.21
s_0350,561,33,b-nosplit,5,23690,1,74.32
s_0351,420,36,b-nosplit,5,26732,1,81.00
s_0352,2622,140,b-nosplit,5,27010,1,81.34
s_0353,791,56,b-nosplit,5,34021,1,99.46
s_0354,1601,106,b-nosplit,5,21161,0,
s_0355,828,37,b-nosplit,5,18648,1,76.86
s_0356,311,15,b-nosplit,5,61784,1,93.23
s_0357,269,11,b-nosplit,5,26742,1,89.81
s_0358,1155,35,b-nosplit,5,24298,1,80.47
s_0359,156,8,b-nosplit,5,17552,1,91.46
s_0360,1076,42,b-nosplit,5,31917,1,86.50
s_0361,84,8,b-nosplit,5,29451,1,95.19
s_0362,1000,50,b-nosplit,5,38557,1,100.00
s_0363,923,38,b-nosplit,5,12324,1,99.44
s_0364,221,9,b-nosplit,5,17817,1,83.48
s_0365,292,21,b-nosplit,5,22748,1,86.73
s_0366,452,39,b-nosplit,5,47882,1,100.00
s_0367,908,60,b-nosplit,5,24116,1,89.89
s_0368,144,8,b-nosplit,5,36891,1,73.10
s_0369,144,7,b-nosplit,5,23447,1,76.09
s_0370,1696,60,b-nosplit,5,24551,1,82.65
s_0371,442,27,b-nosplit,5,19948,1,99.80
s_0372,746,46,b-nosplit,5,36276,1,97.29
s_0373,1583,101,b-nosplit,5,20168,1,96.45
s_0374,1391,74,b-nosplit,5,21110,0,
s_0375,414,20,b-nosplit,5,28126,1,100.00
s_0376,1297,57,b-nosplit,5,24804,1,84.87
s_0377,732,25,b-nosplit,5,24365,1,79.03
s_0378,294,18,b-nosplit,5,21388,1,86.58
s_0379,817,51,b-nosplit,5,21951,1,83.70
s_0380,400,19,b-nosplit,5,12820,1,87.42
s_0381,830,31,b-nosplit,5,23098,1,87.78
s_0382,908,51,b-nosplit,5,34370,0,
s_0383,271,11,b-nosplit,5,31927,1,71.91
s_0384,1507,111,b-nosplit,5,32401,1,78.35
s_0385,409,23,b-nosplit,5,30302,1,87.92
s_0386,380,25,b-nosplit,5,32942,1,93.47
s_0387,3369,103,b-nosplit,5,26635,1,79.53
s_0388,434,31,b-nosplit,5,20760,1,91.21
s_0389,760,60,b-nosplit,5,27625,0,
s_0390,3558,168,b-nosplit,5,48709,1,99.24
s_0391,595,21,b-nosplit,5,20663,1,79.48
s_0392,118,9,b-nosplit,5,32707,1,83.18
s_0393,4570,146,b-nosplit,5,16280,0,
s_0394,581,19,b-nosplit,5,24649,1,93.47
s_0395,423,29,b-nosplit,5,25549,1,86.34
s_0396,955,48,b-nosplit,5,43714,1,88.32
s_0397,597,24,b-nosplit,5,34239,1,81.72
s_0398,558,18,b-nosplit,5,17741,1,100.00
s_0399,1002,80,b-nosplit,5,24135,1,79.30
s_0400,175,15,b-nosplit,5,27448,1,62.19
s_0401,1246,79,b-nosplit,5,30928,1,98.99
s_0402,754,52,b-nosplit,5,32039,1,100.00
s_0403,1864,94,b-nosplit,5,22519,1,93.82
s_0404,502,27,b-nosplit,5,19754,1,60.91
s_0405,470,29,b-nosplit,5,36253,1,74.10
s_0406,1454,41,b-nosplit,5,44133,1,73.89
s_0407,283,25,b-nosplit,5,28093,1,90.16
s_0408,590,38,b-nosplit,5,45632,1,100.00
s_0409,2793,121,b-nosplit,5,15367,1,78.01
s_0410,2282,163,b-nosplit,5,19102,0,
s_0411,896,24,b-nosplit,5,35349,1,77.22
s_0412,785,59,b-nosplit,5,40953,1,65.28
s_0413,675,43,b-nosplit,5,41410,1,85.97
s_0414,295,19,b-nosplit,5,25044,1,95.39
s_0415,175,10,b-nosplit,5,31180,1,97.32
s_0416,998,65,b-nosplit,5,22717,1,100.00
s_0417,528,23,b-nosplit,5,27293,1,96.88
s_0418,351,16,b-nosplit,5,27821,1,99.58
s_0419,394,15,b-nosplit,5,33247,1,100.00
s_0420,779,22,b-nosplit,5,24005,1,90.62
s_0421,750,29,b-nosplit,5,20766,1,90.28
s_0422,56,5,b-nosplit,5,27309,1,91.72
s_0423,636,24,b-nosplit,5,28302,1,76.63
s_0424,1848,92,b-nosplit,5,30044,1,88.23
s_0425,204,11,b-nosplit,5,16055,1,88.00
s_0426,1087,73,b-nosplit,5,15902,1,100.00
s_0427,2219,168,b-nosplit,5,30593,0,
s_0428,1499,64,b-nosplit,5,14699,1,70.49
s_0429,346,27,b-nosplit,5,24296,1,96.71
s_0430,870,44,b-nosplit,5,22871,0,
s_0431,887,62,b-nosplit,5,20817,1,75.70
s_0432,829,52,b-nosplit,5,27034,1,77.16
s_0433,2310,88,b-nosplit,5,18726,1,75.45
s_0434,553,42,b-nosplit,5,32639,1,70.02
s_0435,7741,198,b-nosplit,5,22280,1,95.23
s_0436,1475,43,b-nosplit,5,27065,1,88.79
s_0437,440,15,b-nosplit,5,37420,1,87.33
s_0438,365,16,b-nosplit,5,39171,1,79.25
s_0439,1360,120,b-nosplit,5,24148,1,83.64
s_0440,580,34,b-nosplit,5,33714,1,81.12
s_0441,4020,135,b-nosplit,5,29625,0,
s_0442,713,31,b-nosplit,5,29069,1,91.40
s_0443,1019,55,b-nosplit,5,32432,1,73.12
s_0444,214,17,b-nosplit,5,31569,1,85.66
s_0445,1335,70,b-nosplit,5,21360,1,100.00
s_0446,2303,119,b-nosplit,5,25000,1,87.20
s_0447,1566,65,b-nosplit,5,27396,1,87.97
s_0448,222,11,b-nosplit,5,16120,1,99.12
s_0449,1776,88,b-nosplit,5,24488,1,75.44
s_0450,680,22,b-nosplit,5,23104,1,81.06
s_0451,729,30,b-nosplit,5,16425,1,84.92
s_0452,3472,214,b-nosplit,5,15839,1,86.38
s_0453,620,20,b-nosplit,5,33839,1,84.20
s_0454,1834,91,b-nosplit,5,29331,1,87.55
s_0455,3731,95,b-nosplit,5,33144,1,91.77
s_0456,596,38,b-nosplit,5,21616,1,84.39
s_0457,379,20,b-nosplit,5,16565,1,100.00
s_0458,1352,50,b-nosplit,5,15985,1,81.75
s_0459,3152,166,b-nosplit,5,22552,1,82.43
s_0460,650,36,b-nosplit,5,29163,0,
s_0461,1619,91,b-nosplit,5,21431,1,86.85
s_0462,156,9,b-nosplit,5,24848,1,91.44
s_0463,453,23,b-nosplit,5,29480,1,95.96
s_0464,757,34,b-nosplit,5,21464,1,77.34
s_0465,1479,83,b-nosplit,5,18195,1,91.19
s_0466,1825,119,b-nosplit,5,32754,1,92.74
s_0467,767,26,b-nosplit,5,27025,1,88.01
s_0468,107,8,b-nosplit,5,18729,1,100.00
s_0469,236,21,b-nosplit,5,32369,1,100.00
s_0470,3213,131,b-nosplit,5,30289,1,75.73
s_0471,351,42,b-nosplit,5,24552,1,84.08
s_0472,1188,163,b-nosplit,5,32160,1,93.79
s_0473,427,25,b-nosplit,5,28582,1,89.59
s_0474,1121,35,b-nosplit,5,23724,1,86.58
s_0475,482,24,b-nosplit,5,22339,1,79.23
s_0476,1349,41,b-nosplit,5,25361,1,100.00
s_0477,2136,100,b-nosplit,5,26811,1,100.00
s_0478,193,9,b-nosplit,5,19037,1,99.79
s_0479,271,18,b-nosplit,5,16729,1,83.28
s_0480,251,14,b-nosplit,5,16642,1,83.04
s_0481,1936,108,b-nosplit,5,31658,1,82.53
s_0482,547,30,b-nosplit,5,22833,1,70.73
s_0483,1450,88,b-nosplit,5,22845,1,87.54
s_0484,783,34,b-nosplit,5,28037,1,100.00
s_0485,354,24,b-nosplit,5,31541,1,80.02
s_0486,481,26,b-nosplit,5,21267,1,99.69
s_0487,5186,208,b-nosplit,5,16659,0,
s_0488,768,43,b-nosplit,5,14929,1,89.45
s_0489,1296,67,b-nosplit,5,32072,1,98.36
